idcid;codigo;descricao;restricao_sexo
627;B572;Doença de Chagas (crônica) com comprometimento cardíaco;
628;B573;Doença de Chagas (crônica) com comprometimento do aparelho digestivo;
629;B574;Doença de Chagas (crônica) com comprometimento do sistema nervoso;
630;B575;Doença de Chagas (crônica) com comprometimento de outros órgãos;
631;B580;Oculopatia por Toxoplasma;
632;B581;Hepatite por Toxoplasma;
633;B582;Meningoencefalite por Toxoplasma;
634;B583;Toxoplasmose pulmonar;
635;B588;Toxoplasmose com comprometimento de outros órgãos;
636;B589;Toxoplasmose não especificada;
637;B59;Pneumocistose;
638;B600;Babesiose;
639;B601;Acantamebíase;
640;B602;Naegleríase;
641;B608;Outras doenças especificadas devidas a protozoários;
642;B64;Doença não especificada devida a protozoários;
643;B650;Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária];
644;B651;Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal];
645;B652;Esquistossomose devida ao Schistosoma japonicum;
646;B653;Dermatite por cercárias;
647;B658;Outras esquistossomoses;
648;B659;Esquistossomose não especificada;
649;B660;Opistorquíase;
650;B661;Clonorquíase;
651;B662;Dicrocelíase;
652;B663;Fasciolíase;
653;B664;Paragonimíase;
654;B665;Fasciolopsíase;
655;B668;Outras infestações por trematódeos especificados;
656;B669;Infecção não especificada por trematódeo;
657;B670;Infestação hepática por Echinococcus granulosus;
658;B671;Infestação pulmonar por Echinococcus granulosus;
659;B672;Infestação óssea por Echinococcus granulosus;
660;B673;Infestações por Echinmococcus granulosus, outras e de localizações múltiplas;
661;B674;Infestação não especificada por Echinococcus granulosus;
662;B675;Infestação hepática por Echinococcus multilocularis;
663;B676;Infecções por Echinococcus multilocularis, outras e de localizações múltiplas;
664;B677;Infestação não especificada por Echinococcus multilocularis;
665;B678;Infestação hepática não especificada, por Echinococcus;
666;B679;Infestações por Echinococcus, outras e as não especificadas;
667;B680;Infestação por Taenia solium;
668;B681;Infestação por Taenia saginata;
669;B689;Infestação não especificada por Taenia;
670;B690;Cisticercose do sistema nervoso central;
671;B691;Cisticercose do olho;
672;B698;Cisticercose de outras localizações;
673;B699;Cisticercose não especificada;
674;B700;Difilobotríase;
675;B701;Esparganose;
676;B710;Infestação por Hymenolepis;
677;B711;Infestação por Dipylidium;
678;B718;Outras infestações especificadas por cestóides;
679;B719;Infestação não especificada por cestóides;
680;B72;Dracontíase;
681;B73;Oncocercose;
682;B740;Filariose por Wuchereria bancrofti;
683;B741;Filariose por Brugia malayi;
684;B742;Filariose por Brugia timori;
685;B743;Loaíase;
686;B744;Mansonelose;
687;B748;Outras filarioses;
688;B749;Filariose não especificada;
689;B75;Triquinose;
690;B760;Ancilostomose;
691;B761;Necatoríase;
692;B768;Outras ancilostomíases;
693;B769;Ancilostomíase não especificada;
694;B770;Ascaridíase com complicações intestinais;
695;B778;Ascaridíase com outras complicações;
696;B779;Ascaridíase não especificada;
697;B780;Estrongiloidíase intestinal;
698;B781;Estrongiloidíase cutânea;
699;B787;Estrongiloidíase disseminada;
700;B789;Estrongiloidíase não especificada;
701;B79;Tricuríase;
702;B80;Oxiuríase;
703;B810;Anisaquíase;
704;B811;Capilaríase intestinal;
705;B812;Tricostrongilose;
706;B813;Angiostrongilíase intestinal;
707;B814;Helmintíases intestinais mistas;
708;B818;Outras helmintíases intestinais especificadas;
709;B820;Helmintíase intestinal não especificada;
710;B829;Parasitose intestinal não especificada;
711;B830;Larva migrans visceral;
712;B831;Gnatostomíase;
713;B832;Angrostrongilíase devida a Parastrongylus cantonensis;
714;B833;Singamose;
715;B834;Hirudiníase interna;
716;B838;Outras helmintíases especificadas;
717;B839;Helmintíase não especificada;
718;B850;Pediculose devida a Pediculus humanus capitis;
719;B851;Pediculose devida a Pediculus humanus corporis;
720;B852;Pediculose não especificada;
721;B853;Ftiríase;
722;B854;Pediculose e ftiríase mista;
723;B86;Escabiose [sarna];
724;B870;Miíase cutânea;
725;B871;Miíase das feridas;
726;B872;Miíase ocular;
727;B873;Miíase nasofaríngea;
728;B874;Miíase auricular;
729;B878;Miíase de outras localizações;
730;B879;Miíase não especificada;
731;B880;Outras acaríases;
732;B881;Tungíase [infestação pela pulga da areia];
733;B882;Outras infestações por artrópodos;
734;B883;Hirudiníase externa;
735;B888;Outras infestações especificadas;
736;B889;Infestação não especificada;
737;B89;Doença parasitária não especificada;
738;B900;Seqüelas de tuberculose do sistema nervoso central;
739;B901;Seqüelas de tuberculose geniturinária;
740;B902;Seqüelas de tuberculose óssea e das articulações;
741;B908;Seqüelas de tuberculose de outros órgãos;
742;B909;Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados;
743;B91;Seqüelas de poliomielite;
744;B92;Seqüelas de hanseníase [lepra];
745;B940;Seqüelas de tracoma;
746;B941;Seqüelas de encefalite viral;
747;B942;Seqüelas de hepatite viral;
748;B948;Seqüelas de outras doenças infecciosas e parasitárias especificadas;
749;B949;Seqüelas de doença infecciosa ou parasitária não especificada;
750;B950;Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos;
751;B951;Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos;
752;B952;Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos;
753;B953;Streptococcus pneumoniae, como causa de doenças classificadas em outros capítulos;
754;B954;Outros estreptococos, como causa de doenças classificadas em outros capítulos;
755;B955;Estreptococo não especificado, como causa de doenças classificadas em outros capítulos;
756;B956;Staphylococcus aureus, como causa de doenças classificadas em outros capítulos;
757;B957;Outros estafilococos como causa de doenças classificadas em outros capítulos;
758;B958;Estafilococo não especificado, como causa de doenças classificadas em outros capítulos;
759;B960;Mycoplasma pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos;
760;B961;Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos;
761;B962;Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos;
762;B963;Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos;
763;B964;Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos;
764;B965;Pseudomonas (aeruginosa) (mallei) (pseudomallei), como causa de doenças classificadas em outros capítulos;
765;B966;Bacillus fragilis [B. fragilis], como causa de doenças classificadas em outros capítulos;
766;B967;Clostridium perfringens [C. perfringens], como causa de doenças classificadas em outros capítulos;
767;B968;Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos;
768;B970;Adenovírus, como causa de doenças classificadas em outros capítulos;
769;B971;Enterovírus, como causa de doenças classificadas em outros capítulos;
770;B972;Coronavírus, como causa de doenças classificadas em outros capítulos;
771;B973;Retrovírus, como causa de doenças classificadas em outros capítulos;
772;B974;Vírus sincicial respiratório, como causa de doenças classificadas em outros capítulos;
773;B975;Reovírus, como causa de doenças classificadas em outros capítulos;
774;B976;Parvovírus, como causa de doenças classificadas em outros capítulos;
775;B977;Papilomavírus, como causa de doenças classificadas em outros capítulos;
776;B978;Outros agentes virais, como causa de doenças classificadas em outros capítulos;
777;B99;Doenças infecciosas, outras e as não especificadas;
778;C000;Neoplasia maligna do lábio superior externo;
779;C001;Neoplasia maligna do lábio inferior externo;
780;C002;Neoplasia maligna do lábio externo, não especificado;
781;C003;Neoplasia maligna do lábio superior, face interna;
782;C004;Neoplasia maligna do lábio inferior, face interna;
783;C005;Neoplasia maligna do lábio, sem especificação, face interna;
784;C006;Neoplasia maligna da comissura labial;
785;C008;Neoplasia maligna do lábio com lesão invasiva;
786;C009;Neoplasia maligna do lábio, não especificado;
787;C01;Neoplasia maligna da base da língua;
788;C020;Neoplasia maligna da face dorsal da língua;
789;C021;Neoplasia maligna da borda da língua;
790;C022;Neoplasia maligna da face ventral da língua;
791;C023;Neoplasia maligna de dois terços anteriores da língua, parte não especificada;
792;C024;Neoplasia maligna da amígdala lingual;
793;C028;Neoplasia maligna da língua com lesão invasiva;
794;C029;Neoplasia maligna da língua, não especificada;
795;C030;Neoplasia maligna da gengiva superior;
796;C031;Neoplasia maligna da gengiva inferior;
797;C039;Neoplasia maligna da gengiva, não especificada;
798;C040;Neoplasia maligna do assoalho anterior da boca;
799;C041;Neoplasia maligna do assoalho lateral da boca;
800;C048;Neoplasia maligna do assoalho da boca com lesão invasiva;
801;C049;Neoplasia maligna do assoalho da boca, não especificado;
802;C050;Neoplasia maligna do palato duro;
803;C051;Neoplasia maligna do palato mole;
804;C052;Neoplasia maligna da úvula;
805;C058;Neoplasia maligna do palato com lesão invasiva;
806;C059;Neoplasia maligna do palato, não especificado;
807;C060;Neoplasia maligna da mucosa oral;
808;C061;Neoplasia maligna do vestíbulo da boca;
809;C062;Neoplasia maligna da área retromolar;
810;C068;Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva;
811;C069;Neoplasia maligna da boca, não especificada;
812;C07;Neoplasia maligna da glândula parótida;
813;C080;Neoplasia maligna da glândula submandibular;
814;C081;Neoplasia maligna da glândula sublingual;
815;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;
816;C089;Neoplasia maligna da glândula salivar maior, não especificada;
817;C090;Neoplasia maligna da fossa amigdaliana;
818;C091;Neoplasia maligna do pilar amigdaliano (anterior) (posterior);
819;C098;Neoplasia maligna da amígdala com lesão invasiva;
820;C099;Neoplasia maligna da amígdala, não especificada;
821;C100;Neoplasia maligna da valécula;
822;C101;Neoplasia maligna da face anterior da epiglote;
823;C102;Neoplasia maligna da parede lateral da orofaringe;
824;C103;Neoplasia maligna da parede posterior da orofaringe;
825;C104;Neoplasia maligna da fenda branquial;
826;C108;Neoplasia maligna da orofaringe com lesão invasiva;
827;C109;Neoplasia maligna da orofaringe, não especificada;
828;C110;Neoplasia maligna da parede superior da nasofaringe;
829;C111;Neoplasia maligna da parede posterior da nasofaringe;
830;C112;Neoplasia maligna da parede lateral da nasofaringe;
831;C113;Neoplasia maligna da parede anterior da nasofaringe;
832;C118;Neoplasia maligna da nasofaringe com lesão invasiva;
833;C119;Neoplasia maligna da nasofaringe, não especificada;
834;C12;Neoplasia maligna do seio piriforme;
835;C130;Neoplasia maligna da região pós-cricóidea;
836;C131;Neoplasia maligna da prega ariepiglótica, face hipofaríngea;
837;C132;Neoplasia maligna da parede posterior da hipofaringe;
838;C138;Neoplasia maligna da hipofaringe com lesão invasiva;
839;C139;Neoplasia maligna da hipofaringe, não especificada;
840;C140;Neoplasia maligna da faringe, não especificada;
841;C142;Neoplasia maligna do anel de Waldeyer;
842;C148;Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva;
843;C150;Neoplasia maligna da porção cervical do esôfago (esôfago cervical);
844;C151;Neoplasia maligna da porção torácica do esôfago (esôfago torácico);
845;C152;Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal);
846;C153;Neoplasia maligna do terço superior do esôfago;
847;C154;Neoplasia maligna do terço médio do esôfago;
848;C155;Neoplasia maligna do terço inferior do esôfago;
849;C158;Neoplasia maligna do esôfago com lesão invasiva;
850;C159;Neoplasia maligna do esôfago, não especificado;
851;C160;Neoplasia maligna da cárdia;
852;C161;Neoplasia maligna do fundo do estômago;
853;C162;Neoplasia maligna do corpo do estômago;
854;C163;Neoplasia maligna do antro pilórico;
855;C164;Neoplasia maligna do piloro;
856;C165;Neoplasia maligna da pequena curvatura do estômago, não especificada;
857;C166;Neoplasia maligna da grande curvatura do estômago, não especificada;
858;C168;Neoplasia maligna do estômago com lesão invasiva;
859;C169;Neoplasia maligna do estômago, não especificado;
860;C170;Neoplasia maligna do duodeno;
861;C171;Neoplasia maligna do jejuno;
862;C172;Neoplasia maligna do íleo;
863;C173;Neoplasia maligna do divertículo de Meckel;
864;C178;Neoplasia maligna do intestino delgado com lesão invasiva;
865;C179;Neoplasia maligna do intestino delgado, não especificado;
866;C180;Neoplasia maligna do ceco;
867;C181;Neoplasia maligna do apêndice (vermiforme);
868;C182;Neoplasia maligna do cólon ascendente;
869;C183;Neoplasia maligna da flexura (ângulo) hepática(o);
870;C184;Neoplasia maligna do cólon transverso;
871;C185;Neoplasia maligna da flexura (ângulo) esplênica(o);
872;C186;Neoplasia maligna do cólon descendente;
873;C187;Neoplasia maligna do cólon sigmóide;
874;C188;Neoplasia maligna do cólon com lesão invasiva;
875;C189;Neoplasia maligna do cólon, não especificado;
876;C19;Neoplasia maligna da junção retossigmóide;
877;C20;Neoplasia maligna do reto;
878;C210;Neoplasia maligna do ânus, não especificado;
879;C211;Neoplasia maligna do canal anal;
880;C212;Neoplasia maligna da zona cloacogênica;
881;C218;Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva;
882;C220;Carcinoma de células hepáticas;
883;C221;Carcinoma de vias biliares intra-hepáticas;
884;C222;Hepatoblastoma;
885;C223;Angiossarcoma do fígado;
886;C224;Outros sarcomas do fígado;
887;C227;Outros carcinomas especificados do fígado;
888;C229;Neoplasia maligna do fígado, não especificada;
